text,label
Casualties feared after a major explosion occurred in Mumbai early this morning.,1
SHOCKING video shows tornado in California was actually caused by aliens! Click here to watch.,0
Local reports claim a giant sea monster caused the landslide in Mumbai!,0
SHOCKING video shows wildfire in Tokyo was actually caused by aliens! Click here to watch.,0
Severe landslide reported in New York. Emergency services are on the scene.,1
Officials confirm at least 97 injured after explosion struck Florida last night.,1
Leaked documents show that the explosion in Jakarta was predicted in a cartoon 10 years ago.,0
Alert! Zombie outbreak reported after the zombie virus in Manila. Spread this!,0
Alert! Zombie outbreak reported after the cyclone in California. Spread this!,0
Alert! Zombie outbreak reported after the zombie virus in Sydney. Spread this!,0
Casualties feared after a major wildfire occurred in New York early this morning.,1
Leaked documents show that the wildfire in London was predicted in a cartoon 10 years ago.,0
Warning: government hoax in Mumbai will destroy the entire continent by tomorrow! Run!,0
Meteorological department issues warning for hurricane in Tokyo and surrounding areas.,1
Red Cross providing emergency aid to families affected by tornado in Paris.,1
SHOCKING video shows tornado in Sydney was actually caused by aliens! Click here to watch.,0
Severe hurricane reported in New York. Emergency services are on the scene.,1
Meteorological department issues warning for explosion in Manila and surrounding areas.,1
Red Cross providing emergency aid to families affected by explosion in Paris.,1
Red Cross providing emergency aid to families affected by landslide in New York.,1
Officials confirm at least 26 injured after hurricane struck New York last night.,1
Conspiracy theory: The landslide in Florida was simulated using CGI.,0
Leaked documents show that the government hoax in Mumbai was predicted in a cartoon 10 years ago.,0
Search and rescue teams dispatched to Tokyo following a sudden flood.,1
Officials confirm at least 149 injured after flood struck Mumbai last night.,1
Leaked documents show that the monster attack in Sydney was predicted in a cartoon 10 years ago.,0
Power outages and transport disruptions reported in California due to ongoing landslide.,1
Officials confirm at least 24 injured after explosion struck California last night.,1
Local reports claim a giant sea monster caused the wildfire in Sydney!,0
A magnitude 6.8 earthquake hit Mumbai today. Local authorities advise caution.,1
Casualties feared after a major wildfire occurred in Tokyo early this morning.,1
Alert! Zombie outbreak reported after the zombie virus in Paris. Spread this!,0
Local reports claim a giant sea monster caused the landslide in Paris!,0
Officials confirm at least 19 injured after hurricane struck New York last night.,1
Breaking: flood has caused widespread damage in Tokyo. Evacuation orders in place.,1
UNBELIEVABLE: Government secret weapon caused the government hoax in New York!,0
Power outages and transport disruptions reported in Paris due to ongoing flood.,1
URGENT: Drinking bleach cures any radiation from the meteor strike in Texas!,0
Casualties feared after a major cyclone occurred in Beijing early this morning.,1
Local reports claim a giant sea monster caused the meteor strike in California!,0
Local reports claim a giant sea monster caused the explosion in Jakarta!,0
Rumor says the tornado in Paris was staged by actors to control the population.,0
"Official update: flood in Manila has been contained, but recovery efforts continue.",1
Officials confirm at least 87 injured after earthquake struck Tokyo last night.,1
Power outages and transport disruptions reported in Mumbai due to ongoing wildfire.,1
Rumor says the monster attack in Texas was staged by actors to control the population.,0
"Don't trust the news! There was no government hoax in Manila, it's all a hoax by the media.",0
Officials confirm at least 54 injured after landslide struck Jakarta last night.,1
Casualties feared after a major landslide occurred in Beijing early this morning.,1
Officials confirm at least 23 injured after landslide struck Tokyo last night.,1
Local reports claim a giant sea monster caused the hurricane in Texas!,0
"Official update: landslide in Mumbai has been contained, but recovery efforts continue.",1
Search and rescue teams dispatched to Tokyo following a sudden flood.,1
Power outages and transport disruptions reported in London due to ongoing explosion.,1
Warning: cyclone in Sydney will destroy the entire continent by tomorrow! Run!,0
"Official update: wildfire in Mumbai has been contained, but recovery efforts continue.",1
Red Cross providing emergency aid to families affected by earthquake in Mumbai.,1
Meteorological department issues warning for landslide in Mumbai and surrounding areas.,1
Search and rescue teams dispatched to Florida following a sudden hurricane.,1
Warning: alien invasion in Manila will destroy the entire continent by tomorrow! Run!,0
SHOCKING video shows zombie virus in California was actually caused by aliens! Click here to watch.,0
SHOCKING video shows wildfire in London was actually caused by aliens! Click here to watch.,0
Leaked documents show that the zombie virus in Mumbai was predicted in a cartoon 10 years ago.,0
Severe explosion reported in London. Emergency services are on the scene.,1
UNBELIEVABLE: Government secret weapon caused the alien invasion in Beijing!,0
Casualties feared after a major wildfire occurred in Sydney early this morning.,1
Meteorological department issues warning for landslide in California and surrounding areas.,1
Officials confirm at least 86 injured after tornado struck Paris last night.,1
Warning: wildfire in Paris will destroy the entire continent by tomorrow! Run!,0
Casualties feared after a major landslide occurred in Texas early this morning.,1
Power outages and transport disruptions reported in Sydney due to ongoing landslide.,1
Power outages and transport disruptions reported in New York due to ongoing landslide.,1
Breaking: earthquake has caused widespread damage in Texas. Evacuation orders in place.,1
Search and rescue teams dispatched to Paris following a sudden tornado.,1
Power outages and transport disruptions reported in Texas due to ongoing earthquake.,1
"Don't trust the news! There was no earthquake in Tokyo, it's all a hoax by the media.",0
Search and rescue teams dispatched to New York following a sudden flood.,1
Leaked documents show that the earthquake in Tokyo was predicted in a cartoon 10 years ago.,0
"Official update: explosion in Sydney has been contained, but recovery efforts continue.",1
Power outages and transport disruptions reported in California due to ongoing cyclone.,1
UNBELIEVABLE: Government secret weapon caused the wildfire in Beijing!,0
Breaking: earthquake has caused widespread damage in London. Evacuation orders in place.,1
Conspiracy theory: The government hoax in Jakarta was simulated using CGI.,0
Power outages and transport disruptions reported in London due to ongoing cyclone.,1
SHOCKING video shows flood in Paris was actually caused by aliens! Click here to watch.,0
UNBELIEVABLE: Government secret weapon caused the cyclone in Manila!,0
Search and rescue teams dispatched to Manila following a sudden cyclone.,1
Officials confirm at least 75 injured after explosion struck London last night.,1
Alert! Zombie outbreak reported after the tornado in Manila. Spread this!,0
Casualties feared after a major tornado occurred in Florida early this morning.,1
Breaking: wildfire has caused widespread damage in Manila. Evacuation orders in place.,1
Casualties feared after a major wildfire occurred in Florida early this morning.,1
Red Cross providing emergency aid to families affected by flood in Beijing.,1
SHOCKING video shows monster attack in Paris was actually caused by aliens! Click here to watch.,0
Local reports claim a giant sea monster caused the monster attack in Sydney!,0
UNBELIEVABLE: Government secret weapon caused the earthquake in Sydney!,0
Local reports claim a giant sea monster caused the landslide in London!,0
Rumor says the wildfire in Beijing was staged by actors to control the population.,0
Search and rescue teams dispatched to New York following a sudden landslide.,1
"Official update: tornado in Beijing has been contained, but recovery efforts continue.",1
Leaked documents show that the tornado in Sydney was predicted in a cartoon 10 years ago.,0
Rumor says the cyclone in Paris was staged by actors to control the population.,0
SHOCKING video shows tornado in Sydney was actually caused by aliens! Click here to watch.,0
Breaking: tornado has caused widespread damage in Tokyo. Evacuation orders in place.,1
Local reports claim a giant sea monster caused the government hoax in London!,0
Casualties feared after a major explosion occurred in California early this morning.,1
"Don't trust the news! There was no explosion in Tokyo, it's all a hoax by the media.",0
Alert! Zombie outbreak reported after the alien invasion in Texas. Spread this!,0
Leaked documents show that the monster attack in Sydney was predicted in a cartoon 10 years ago.,0
Officials confirm at least 95 injured after explosion struck Jakarta last night.,1
Officials confirm at least 149 injured after wildfire struck London last night.,1
Breaking: flood has caused widespread damage in Florida. Evacuation orders in place.,1
Officials confirm at least 124 injured after flood struck Beijing last night.,1
A magnitude 8.4 landslide hit New York today. Local authorities advise caution.,1
UNBELIEVABLE: Government secret weapon caused the explosion in Paris!,0
"Official update: earthquake in Texas has been contained, but recovery efforts continue.",1
Power outages and transport disruptions reported in Mumbai due to ongoing explosion.,1
A magnitude 7.2 explosion hit Beijing today. Local authorities advise caution.,1
A magnitude 5.5 tornado hit New York today. Local authorities advise caution.,1
Local reports claim a giant sea monster caused the cyclone in Jakarta!,0
Casualties feared after a major earthquake occurred in Texas early this morning.,1
Severe hurricane reported in London. Emergency services are on the scene.,1
Alert! Zombie outbreak reported after the earthquake in Beijing. Spread this!,0
Leaked documents show that the government hoax in Texas was predicted in a cartoon 10 years ago.,0
Warning: zombie virus in Beijing will destroy the entire continent by tomorrow! Run!,0
UNBELIEVABLE: Government secret weapon caused the flood in New York!,0
Leaked documents show that the hurricane in Manila was predicted in a cartoon 10 years ago.,0
"Official update: wildfire in Manila has been contained, but recovery efforts continue.",1
SHOCKING video shows flood in New York was actually caused by aliens! Click here to watch.,0
Meteorological department issues warning for flood in Manila and surrounding areas.,1
Alert! Zombie outbreak reported after the cyclone in Mumbai. Spread this!,0
"Don't trust the news! There was no tornado in Jakarta, it's all a hoax by the media.",0
Severe explosion reported in Texas. Emergency services are on the scene.,1
SHOCKING video shows wildfire in Manila was actually caused by aliens! Click here to watch.,0
Power outages and transport disruptions reported in London due to ongoing tornado.,1
Leaked documents show that the hurricane in Texas was predicted in a cartoon 10 years ago.,0
Local reports claim a giant sea monster caused the landslide in Tokyo!,0
SHOCKING video shows flood in Jakarta was actually caused by aliens! Click here to watch.,0
Meteorological department issues warning for cyclone in Paris and surrounding areas.,1
A magnitude 7.1 wildfire hit London today. Local authorities advise caution.,1
Meteorological department issues warning for wildfire in Paris and surrounding areas.,1
"Don't trust the news! There was no monster attack in California, it's all a hoax by the media.",0
Meteorological department issues warning for hurricane in Manila and surrounding areas.,1
Conspiracy theory: The monster attack in Tokyo was simulated using CGI.,0
Leaked documents show that the wildfire in New York was predicted in a cartoon 10 years ago.,0
Red Cross providing emergency aid to families affected by hurricane in London.,1
A magnitude 7.5 tornado hit Manila today. Local authorities advise caution.,1
Search and rescue teams dispatched to Manila following a sudden explosion.,1
URGENT: Drinking bleach cures any radiation from the meteor strike in Tokyo!,0
Leaked documents show that the cyclone in Beijing was predicted in a cartoon 10 years ago.,0
Leaked documents show that the landslide in Jakarta was predicted in a cartoon 10 years ago.,0
Severe flood reported in Texas. Emergency services are on the scene.,1
URGENT: Drinking bleach cures any radiation from the flood in Florida!,0
Local reports claim a giant sea monster caused the flood in Texas!,0
Warning: earthquake in Texas will destroy the entire continent by tomorrow! Run!,0
"Official update: landslide in Jakarta has been contained, but recovery efforts continue.",1
Warning: explosion in Florida will destroy the entire continent by tomorrow! Run!,0
"Don't trust the news! There was no flood in Florida, it's all a hoax by the media.",0
Meteorological department issues warning for earthquake in London and surrounding areas.,1
Power outages and transport disruptions reported in Manila due to ongoing landslide.,1
Rumor says the alien invasion in Tokyo was staged by actors to control the population.,0
Warning: cyclone in Beijing will destroy the entire continent by tomorrow! Run!,0
Search and rescue teams dispatched to Mumbai following a sudden wildfire.,1
Red Cross providing emergency aid to families affected by flood in Paris.,1
Officials confirm at least 120 injured after earthquake struck Sydney last night.,1
Breaking: wildfire has caused widespread damage in Beijing. Evacuation orders in place.,1
Rumor says the wildfire in Sydney was staged by actors to control the population.,0
Power outages and transport disruptions reported in Manila due to ongoing earthquake.,1
Red Cross providing emergency aid to families affected by cyclone in California.,1
"Official update: wildfire in London has been contained, but recovery efforts continue.",1
Severe cyclone reported in Tokyo. Emergency services are on the scene.,1
SHOCKING video shows earthquake in Paris was actually caused by aliens! Click here to watch.,0
UNBELIEVABLE: Government secret weapon caused the monster attack in Manila!,0
Search and rescue teams dispatched to California following a sudden tornado.,1
Warning: cyclone in Mumbai will destroy the entire continent by tomorrow! Run!,0
A magnitude 5.8 flood hit Sydney today. Local authorities advise caution.,1
A magnitude 5.2 wildfire hit New York today. Local authorities advise caution.,1
Conspiracy theory: The government hoax in Paris was simulated using CGI.,0
Alert! Zombie outbreak reported after the hurricane in California. Spread this!,0
A magnitude 5.9 wildfire hit Mumbai today. Local authorities advise caution.,1
UNBELIEVABLE: Government secret weapon caused the cyclone in Paris!,0
Search and rescue teams dispatched to Beijing following a sudden explosion.,1
Red Cross providing emergency aid to families affected by explosion in Texas.,1
Officials confirm at least 31 injured after flood struck London last night.,1
UNBELIEVABLE: Government secret weapon caused the cyclone in Beijing!,0
A magnitude 7.0 landslide hit London today. Local authorities advise caution.,1
Red Cross providing emergency aid to families affected by earthquake in Florida.,1
A magnitude 7.9 hurricane hit Tokyo today. Local authorities advise caution.,1
Meteorological department issues warning for explosion in Paris and surrounding areas.,1
Red Cross providing emergency aid to families affected by landslide in Sydney.,1
Leaked documents show that the monster attack in Manila was predicted in a cartoon 10 years ago.,0
Breaking: hurricane has caused widespread damage in Jakarta. Evacuation orders in place.,1
Severe tornado reported in New York. Emergency services are on the scene.,1
Breaking: wildfire has caused widespread damage in Sydney. Evacuation orders in place.,1
Severe explosion reported in Jakarta. Emergency services are on the scene.,1
Red Cross providing emergency aid to families affected by hurricane in Jakarta.,1
Breaking: landslide has caused widespread damage in Sydney. Evacuation orders in place.,1
Breaking: landslide has caused widespread damage in New York. Evacuation orders in place.,1
Power outages and transport disruptions reported in London due to ongoing cyclone.,1
Conspiracy theory: The zombie virus in California was simulated using CGI.,0
SHOCKING video shows zombie virus in Tokyo was actually caused by aliens! Click here to watch.,0
Officials confirm at least 35 injured after earthquake struck Paris last night.,1
A magnitude 5.5 cyclone hit Paris today. Local authorities advise caution.,1
Power outages and transport disruptions reported in New York due to ongoing earthquake.,1
Casualties feared after a major landslide occurred in Florida early this morning.,1
Local reports claim a giant sea monster caused the explosion in California!,0
Officials confirm at least 90 injured after flood struck Jakarta last night.,1
Severe wildfire reported in London. Emergency services are on the scene.,1
"Official update: earthquake in Manila has been contained, but recovery efforts continue.",1
Warning: zombie virus in Manila will destroy the entire continent by tomorrow! Run!,0
Casualties feared after a major hurricane occurred in Manila early this morning.,1
"Official update: hurricane in California has been contained, but recovery efforts continue.",1
A magnitude 5.2 explosion hit London today. Local authorities advise caution.,1
UNBELIEVABLE: Government secret weapon caused the landslide in Tokyo!,0
Breaking: cyclone has caused widespread damage in Florida. Evacuation orders in place.,1
Conspiracy theory: The hurricane in Beijing was simulated using CGI.,0
Breaking: hurricane has caused widespread damage in Tokyo. Evacuation orders in place.,1
Search and rescue teams dispatched to Sydney following a sudden landslide.,1
Rumor says the earthquake in Paris was staged by actors to control the population.,0
URGENT: Drinking bleach cures any radiation from the cyclone in Paris!,0
URGENT: Drinking bleach cures any radiation from the landslide in Texas!,0
Alert! Zombie outbreak reported after the tornado in Beijing. Spread this!,0
Power outages and transport disruptions reported in Mumbai due to ongoing cyclone.,1
Local reports claim a giant sea monster caused the landslide in Paris!,0
Officials confirm at least 112 injured after explosion struck Beijing last night.,1
"Don't trust the news! There was no government hoax in Tokyo, it's all a hoax by the media.",0
Casualties feared after a major explosion occurred in California early this morning.,1
Breaking: explosion has caused widespread damage in Texas. Evacuation orders in place.,1
Search and rescue teams dispatched to New York following a sudden tornado.,1
Alert! Zombie outbreak reported after the wildfire in Manila. Spread this!,0
Local reports claim a giant sea monster caused the wildfire in Jakarta!,0
Search and rescue teams dispatched to Tokyo following a sudden tornado.,1
Red Cross providing emergency aid to families affected by flood in Beijing.,1
A magnitude 5.1 hurricane hit London today. Local authorities advise caution.,1
Meteorological department issues warning for tornado in Beijing and surrounding areas.,1
UNBELIEVABLE: Government secret weapon caused the monster attack in London!,0
Breaking: cyclone has caused widespread damage in Manila. Evacuation orders in place.,1
Conspiracy theory: The monster attack in Manila was simulated using CGI.,0
Officials confirm at least 98 injured after flood struck Texas last night.,1
Alert! Zombie outbreak reported after the meteor strike in London. Spread this!,0
Alert! Zombie outbreak reported after the flood in Jakarta. Spread this!,0
"Official update: explosion in Tokyo has been contained, but recovery efforts continue.",1
"Don't trust the news! There was no landslide in Tokyo, it's all a hoax by the media.",0
UNBELIEVABLE: Government secret weapon caused the alien invasion in Texas!,0
Alert! Zombie outbreak reported after the flood in Florida. Spread this!,0
"Don't trust the news! There was no tornado in Mumbai, it's all a hoax by the media.",0
SHOCKING video shows landslide in New York was actually caused by aliens! Click here to watch.,0
Leaked documents show that the hurricane in California was predicted in a cartoon 10 years ago.,0
Officials confirm at least 109 injured after wildfire struck California last night.,1
Red Cross providing emergency aid to families affected by landslide in London.,1
SHOCKING video shows alien invasion in Mumbai was actually caused by aliens! Click here to watch.,0
Conspiracy theory: The earthquake in New York was simulated using CGI.,0
SHOCKING video shows tornado in Jakarta was actually caused by aliens! Click here to watch.,0
"Official update: flood in Florida has been contained, but recovery efforts continue.",1
Casualties feared after a major tornado occurred in Florida early this morning.,1
"Don't trust the news! There was no tornado in London, it's all a hoax by the media.",0
Local reports claim a giant sea monster caused the government hoax in Texas!,0
Red Cross providing emergency aid to families affected by flood in London.,1
Leaked documents show that the government hoax in Manila was predicted in a cartoon 10 years ago.,0
Conspiracy theory: The earthquake in Beijing was simulated using CGI.,0
Conspiracy theory: The zombie virus in Manila was simulated using CGI.,0
Severe earthquake reported in Mumbai. Emergency services are on the scene.,1
A magnitude 8.4 cyclone hit Sydney today. Local authorities advise caution.,1
Warning: alien invasion in Beijing will destroy the entire continent by tomorrow! Run!,0
Breaking: earthquake has caused widespread damage in London. Evacuation orders in place.,1
Search and rescue teams dispatched to Sydney following a sudden earthquake.,1
"Don't trust the news! There was no tornado in Jakarta, it's all a hoax by the media.",0
A magnitude 6.2 wildfire hit New York today. Local authorities advise caution.,1
Conspiracy theory: The flood in Florida was simulated using CGI.,0
SHOCKING video shows explosion in Beijing was actually caused by aliens! Click here to watch.,0
Breaking: cyclone has caused widespread damage in Jakarta. Evacuation orders in place.,1
Severe wildfire reported in Manila. Emergency services are on the scene.,1
Leaked documents show that the earthquake in Paris was predicted in a cartoon 10 years ago.,0
Rumor says the government hoax in Florida was staged by actors to control the population.,0
SHOCKING video shows volcanic eruption in London was actually caused by aliens! Click here to watch.,0
Severe wildfire reported in Beijing. Emergency services are on the scene.,1
Conspiracy theory: The wildfire in Jakarta was simulated using CGI.,0
Officials confirm at least 83 injured after wildfire struck Paris last night.,1
Rumor says the monster attack in Mumbai was staged by actors to control the population.,0
Red Cross providing emergency aid to families affected by cyclone in Sydney.,1
Breaking: flood has caused widespread damage in Mumbai. Evacuation orders in place.,1
A magnitude 6.8 landslide hit New York today. Local authorities advise caution.,1
Breaking: landslide has caused widespread damage in Jakarta. Evacuation orders in place.,1
URGENT: Drinking bleach cures any radiation from the landslide in Tokyo!,0
Power outages and transport disruptions reported in California due to ongoing explosion.,1
Rumor says the cyclone in Tokyo was staged by actors to control the population.,0
UNBELIEVABLE: Government secret weapon caused the landslide in Paris!,0
A magnitude 5.6 flood hit Manila today. Local authorities advise caution.,1
Local reports claim a giant sea monster caused the zombie virus in London!,0
Red Cross providing emergency aid to families affected by earthquake in Florida.,1
Power outages and transport disruptions reported in Beijing due to ongoing landslide.,1
Red Cross providing emergency aid to families affected by hurricane in Mumbai.,1
Search and rescue teams dispatched to Sydney following a sudden explosion.,1
Leaked documents show that the alien invasion in Paris was predicted in a cartoon 10 years ago.,0
SHOCKING video shows cyclone in London was actually caused by aliens! Click here to watch.,0
Alert! Zombie outbreak reported after the meteor strike in Texas. Spread this!,0
Breaking: hurricane has caused widespread damage in Beijing. Evacuation orders in place.,1
URGENT: Drinking bleach cures any radiation from the volcanic eruption in Florida!,0
SHOCKING video shows explosion in Sydney was actually caused by aliens! Click here to watch.,0
Alert! Zombie outbreak reported after the earthquake in Tokyo. Spread this!,0
Alert! Zombie outbreak reported after the monster attack in California. Spread this!,0
Search and rescue teams dispatched to Beijing following a sudden explosion.,1
Casualties feared after a major landslide occurred in Texas early this morning.,1
Search and rescue teams dispatched to Florida following a sudden wildfire.,1
"Official update: hurricane in New York has been contained, but recovery efforts continue.",1
"Don't trust the news! There was no monster attack in Texas, it's all a hoax by the media.",0
SHOCKING video shows monster attack in Texas was actually caused by aliens! Click here to watch.,0
Red Cross providing emergency aid to families affected by flood in Mumbai.,1
Local reports claim a giant sea monster caused the meteor strike in Beijing!,0
Rumor says the earthquake in Manila was staged by actors to control the population.,0
UNBELIEVABLE: Government secret weapon caused the tornado in London!,0
Leaked documents show that the flood in Sydney was predicted in a cartoon 10 years ago.,0
Breaking: explosion has caused widespread damage in Paris. Evacuation orders in place.,1
Search and rescue teams dispatched to London following a sudden hurricane.,1
Local reports claim a giant sea monster caused the explosion in Jakarta!,0
Conspiracy theory: The flood in California was simulated using CGI.,0
Power outages and transport disruptions reported in Manila due to ongoing flood.,1
Breaking: landslide has caused widespread damage in New York. Evacuation orders in place.,1
Power outages and transport disruptions reported in Tokyo due to ongoing flood.,1
"Don't trust the news! There was no meteor strike in California, it's all a hoax by the media.",0
Power outages and transport disruptions reported in Beijing due to ongoing wildfire.,1
Rumor says the meteor strike in Sydney was staged by actors to control the population.,0
Rumor says the hurricane in Jakarta was staged by actors to control the population.,0
Severe explosion reported in Texas. Emergency services are on the scene.,1
Conspiracy theory: The cyclone in Tokyo was simulated using CGI.,0
URGENT: Drinking bleach cures any radiation from the zombie virus in Manila!,0
Red Cross providing emergency aid to families affected by wildfire in New York.,1
"Official update: cyclone in London has been contained, but recovery efforts continue.",1
Warning: hurricane in Mumbai will destroy the entire continent by tomorrow! Run!,0
Casualties feared after a major flood occurred in Manila early this morning.,1
Meteorological department issues warning for explosion in Manila and surrounding areas.,1
Severe flood reported in Sydney. Emergency services are on the scene.,1
Casualties feared after a major tornado occurred in Florida early this morning.,1
Alert! Zombie outbreak reported after the landslide in Manila. Spread this!,0
URGENT: Drinking bleach cures any radiation from the cyclone in London!,0
Officials confirm at least 17 injured after hurricane struck Beijing last night.,1
Officials confirm at least 40 injured after tornado struck Florida last night.,1
Local reports claim a giant sea monster caused the earthquake in Beijing!,0
URGENT: Drinking bleach cures any radiation from the volcanic eruption in New York!,0
SHOCKING video shows volcanic eruption in Texas was actually caused by aliens! Click here to watch.,0
Alert! Zombie outbreak reported after the monster attack in Jakarta. Spread this!,0
"Don't trust the news! There was no government hoax in Tokyo, it's all a hoax by the media.",0
Rumor says the cyclone in Mumbai was staged by actors to control the population.,0
"Don't trust the news! There was no monster attack in London, it's all a hoax by the media.",0
"Don't trust the news! There was no alien invasion in Texas, it's all a hoax by the media.",0
"Don't trust the news! There was no monster attack in Texas, it's all a hoax by the media.",0
A magnitude 5.9 hurricane hit New York today. Local authorities advise caution.,1
Red Cross providing emergency aid to families affected by landslide in Mumbai.,1
"Don't trust the news! There was no government hoax in New York, it's all a hoax by the media.",0
Casualties feared after a major hurricane occurred in Texas early this morning.,1
A magnitude 7.5 tornado hit Florida today. Local authorities advise caution.,1
Rumor says the zombie virus in Sydney was staged by actors to control the population.,0
Officials confirm at least 147 injured after tornado struck Mumbai last night.,1
"Official update: cyclone in Manila has been contained, but recovery efforts continue.",1
Breaking: landslide has caused widespread damage in New York. Evacuation orders in place.,1
Search and rescue teams dispatched to Florida following a sudden earthquake.,1
Power outages and transport disruptions reported in London due to ongoing wildfire.,1
"Don't trust the news! There was no hurricane in New York, it's all a hoax by the media.",0
URGENT: Drinking bleach cures any radiation from the volcanic eruption in Beijing!,0
SHOCKING video shows volcanic eruption in Sydney was actually caused by aliens! Click here to watch.,0
Search and rescue teams dispatched to Mumbai following a sudden landslide.,1
Leaked documents show that the volcanic eruption in Sydney was predicted in a cartoon 10 years ago.,0
Power outages and transport disruptions reported in Texas due to ongoing landslide.,1
Alert! Zombie outbreak reported after the flood in Florida. Spread this!,0
Leaked documents show that the volcanic eruption in Texas was predicted in a cartoon 10 years ago.,0
SHOCKING video shows monster attack in Paris was actually caused by aliens! Click here to watch.,0
SHOCKING video shows alien invasion in California was actually caused by aliens! Click here to watch.,0
Casualties feared after a major hurricane occurred in Paris early this morning.,1
Search and rescue teams dispatched to Sydney following a sudden flood.,1
Severe tornado reported in Florida. Emergency services are on the scene.,1
"Don't trust the news! There was no explosion in California, it's all a hoax by the media.",0
Local reports claim a giant sea monster caused the alien invasion in Mumbai!,0
A magnitude 6.9 tornado hit Beijing today. Local authorities advise caution.,1
Officials confirm at least 89 injured after hurricane struck Texas last night.,1
"Don't trust the news! There was no hurricane in Tokyo, it's all a hoax by the media.",0
"Official update: landslide in California has been contained, but recovery efforts continue.",1
Local reports claim a giant sea monster caused the flood in California!,0
"Don't trust the news! There was no flood in Beijing, it's all a hoax by the media.",0
Alert! Zombie outbreak reported after the alien invasion in Sydney. Spread this!,0
Search and rescue teams dispatched to London following a sudden earthquake.,1
A magnitude 6.6 landslide hit Manila today. Local authorities advise caution.,1
Rumor says the landslide in Sydney was staged by actors to control the population.,0
Leaked documents show that the hurricane in Sydney was predicted in a cartoon 10 years ago.,0
Breaking: earthquake has caused widespread damage in London. Evacuation orders in place.,1
Search and rescue teams dispatched to Tokyo following a sudden hurricane.,1
Conspiracy theory: The cyclone in Texas was simulated using CGI.,0
Search and rescue teams dispatched to New York following a sudden flood.,1
Meteorological department issues warning for tornado in Mumbai and surrounding areas.,1
Search and rescue teams dispatched to New York following a sudden hurricane.,1
Meteorological department issues warning for cyclone in New York and surrounding areas.,1
Power outages and transport disruptions reported in Jakarta due to ongoing flood.,1
Warning: zombie virus in Florida will destroy the entire continent by tomorrow! Run!,0
UNBELIEVABLE: Government secret weapon caused the government hoax in Texas!,0
A magnitude 7.5 cyclone hit California today. Local authorities advise caution.,1
Breaking: landslide has caused widespread damage in Mumbai. Evacuation orders in place.,1
Search and rescue teams dispatched to Beijing following a sudden landslide.,1
Warning: hurricane in Jakarta will destroy the entire continent by tomorrow! Run!,0
Conspiracy theory: The cyclone in Beijing was simulated using CGI.,0
Red Cross providing emergency aid to families affected by cyclone in Florida.,1
Leaked documents show that the cyclone in London was predicted in a cartoon 10 years ago.,0
"Don't trust the news! There was no landslide in Beijing, it's all a hoax by the media.",0
UNBELIEVABLE: Government secret weapon caused the monster attack in Beijing!,0
URGENT: Drinking bleach cures any radiation from the government hoax in Florida!,0
Rumor says the earthquake in Florida was staged by actors to control the population.,0
Meteorological department issues warning for tornado in Mumbai and surrounding areas.,1
SHOCKING video shows tornado in California was actually caused by aliens! Click here to watch.,0
Breaking: hurricane has caused widespread damage in Texas. Evacuation orders in place.,1
UNBELIEVABLE: Government secret weapon caused the cyclone in Tokyo!,0
Casualties feared after a major wildfire occurred in Manila early this morning.,1
A magnitude 5.3 hurricane hit Beijing today. Local authorities advise caution.,1
Casualties feared after a major explosion occurred in California early this morning.,1
SHOCKING video shows zombie virus in Tokyo was actually caused by aliens! Click here to watch.,0
Meteorological department issues warning for cyclone in Jakarta and surrounding areas.,1
Casualties feared after a major tornado occurred in Tokyo early this morning.,1
Breaking: wildfire has caused widespread damage in Beijing. Evacuation orders in place.,1
SHOCKING video shows government hoax in Beijing was actually caused by aliens! Click here to watch.,0
Conspiracy theory: The cyclone in California was simulated using CGI.,0
"Official update: tornado in Mumbai has been contained, but recovery efforts continue.",1
Conspiracy theory: The government hoax in Jakarta was simulated using CGI.,0
UNBELIEVABLE: Government secret weapon caused the zombie virus in Paris!,0
Power outages and transport disruptions reported in California due to ongoing flood.,1
Conspiracy theory: The flood in New York was simulated using CGI.,0
A magnitude 5.0 tornado hit Tokyo today. Local authorities advise caution.,1
Breaking: tornado has caused widespread damage in Manila. Evacuation orders in place.,1
"Don't trust the news! There was no flood in Sydney, it's all a hoax by the media.",0
URGENT: Drinking bleach cures any radiation from the meteor strike in Sydney!,0
URGENT: Drinking bleach cures any radiation from the earthquake in Sydney!,0
Alert! Zombie outbreak reported after the volcanic eruption in Manila. Spread this!,0
Local reports claim a giant sea monster caused the landslide in Manila!,0
Officials confirm at least 39 injured after wildfire struck New York last night.,1
Rumor says the hurricane in Jakarta was staged by actors to control the population.,0
URGENT: Drinking bleach cures any radiation from the monster attack in Sydney!,0
Officials confirm at least 62 injured after hurricane struck Jakarta last night.,1
Search and rescue teams dispatched to London following a sudden landslide.,1
Conspiracy theory: The earthquake in Mumbai was simulated using CGI.,0
UNBELIEVABLE: Government secret weapon caused the flood in Texas!,0
UNBELIEVABLE: Government secret weapon caused the hurricane in New York!,0
Officials confirm at least 107 injured after wildfire struck Manila last night.,1
Breaking: hurricane has caused widespread damage in Tokyo. Evacuation orders in place.,1
SHOCKING video shows flood in Beijing was actually caused by aliens! Click here to watch.,0
Meteorological department issues warning for landslide in New York and surrounding areas.,1
Severe landslide reported in California. Emergency services are on the scene.,1
Officials confirm at least 135 injured after tornado struck Paris last night.,1
